<<<<<<< HEAD
ids,label
5719,bird
5723,automobile
5724,dog
5725,dog
5726,automobile
5730,dog
5732,cat
5733,cat
5738,bird
5739,bird
5741,automobile
5744,bird
5745,dog
5749,dog
5752,cat
5753,bird
5754,cat
5760,bird
5769,cat
5771,bird
5773,cat
5774,dog
5776,dog
5779,cat
5783,automobile
5785,bird
5789,bird
5792,bird
5796,dog
5797,dog
5799,automobile
5800,bird
5803,automobile
5805,automobile
5808,dog
5810,dog
5815,cat
5816,dog
5817,cat
5819,bird
5820,dog
5822,cat
5823,dog
5825,cat
5828,dog
5830,dog
5833,cat
5834,dog
5835,cat
5837,bird
5839,bird
5840,bird
5845,dog
5846,dog
5849,dog
5851,automobile
5852,cat
5853,dog
5856,cat
5859,bird
5861,automobile
5862,bird
5867,dog
5874,cat
5875,automobile
5881,cat
5882,automobile
5886,bird
5887,automobile
5890,cat
5899,automobile
5901,dog
5905,automobile
5907,dog
5908,cat
5909,automobile
5910,bird
5914,automobile
5915,dog
5917,cat
5918,automobile
5925,cat
5930,dog
5934,cat
5937,automobile
5943,cat
5944,bird
5947,dog
5955,dog
5960,bird
5969,dog
5970,automobile
5971,automobile
5976,dog
5978,dog
5979,dog
5984,dog
5986,cat
5987,cat
5991,cat
5999,bird
6002,bird
6008,cat
6009,cat
6010,automobile
6014,dog
6018,dog
6021,cat
6023,dog
6024,bird
6026,cat
6027,cat
6031,dog
6033,bird
6035,dog
6037,dog
6040,bird
6043,dog
6046,bird
6048,automobile
6050,bird
6054,cat
6058,automobile
6060,cat
6062,cat
6064,dog
6065,dog
6066,bird
6068,dog
6072,dog
6073,bird
6075,cat
6078,bird
6079,cat
6080,automobile
6083,bird
6084,automobile
6085,bird
6086,automobile
6090,automobile
6092,dog
6093,bird
6094,dog
6096,bird
6097,dog
6100,automobile
6102,cat
6104,automobile
6106,bird
6109,bird
6111,cat
6113,bird
6116,dog
6117,automobile
6119,automobile
6120,dog
6121,bird
6122,dog
6126,cat
6127,dog
6130,automobile
6131,cat
6134,cat
6135,cat
6137,bird
6138,cat
6142,dog
6145,bird
6150,automobile
6159,automobile
6160,bird
6163,cat
6165,dog
6166,automobile
6168,cat
6169,dog
6170,bird
6172,automobile
6173,automobile
6174,cat
6175,cat
6177,bird
6178,dog
6182,automobile
6183,dog
6184,automobile
6185,dog
6189,bird
6194,automobile
6195,automobile
6196,cat
6199,dog
6200,cat
6201,cat
6202,cat
6203,cat
6205,automobile
6206,dog
6213,cat
6214,dog
6215,bird
6216,dog
6220,bird
6224,dog
6225,cat
6226,dog
6230,bird
6232,bird
6236,automobile
6237,cat
6240,bird
6248,bird
6249,dog
6251,automobile
6252,bird
6253,dog
6257,dog
6259,dog
6260,bird
6263,bird
6268,dog
6270,bird
6272,bird
6273,automobile
6277,bird
6278,dog
6279,automobile
6281,automobile
6283,cat
6287,dog
6293,cat
6297,dog
6298,cat
6299,cat
6300,automobile
6301,automobile
6310,dog
6311,cat
6312,bird
6323,bird
6329,automobile
6332,dog
6333,cat
6335,bird
6339,cat
6340,cat
6341,bird
6344,dog
6345,cat
6352,bird
6353,bird
6359,bird
6360,bird
6364,cat
6371,automobile
6372,automobile
6375,cat
6378,dog
6380,cat
6383,cat
6385,dog
6386,dog
6387,bird
6389,dog
6393,cat
6397,dog
6399,automobile
6405,automobile
6406,cat
6407,bird
6410,automobile
6415,automobile
6417,automobile
6423,dog
6425,bird
6426,automobile
6427,bird
6428,dog
6430,automobile
6431,automobile
6439,cat
6440,cat
6441,dog
6444,cat
6445,automobile
6451,automobile
6456,bird
6457,bird
6458,bird
6460,cat
6464,automobile
6465,cat
6467,cat
6470,automobile
6472,automobile
6475,bird
6488,bird
6492,automobile
6493,automobile
6501,bird
6506,dog
6512,bird
6513,dog
6514,cat
6515,bird
6516,bird
6519,bird
6525,cat
6527,dog
6528,dog
6529,bird
6530,cat
6532,dog
6533,bird
6535,dog
6536,automobile
6537,dog
6538,cat
6546,bird
6550,automobile
6552,automobile
6553,cat
6554,dog
6555,automobile
6559,bird
6562,dog
6564,dog
6566,automobile
6568,bird
6571,dog
6575,cat
6577,automobile
6580,automobile
6581,automobile
6584,dog
6585,automobile
6587,cat
6589,bird
6590,dog
6591,dog
6592,dog
6593,bird
6595,bird
6596,cat
6597,automobile
6599,bird
6604,bird
6608,dog
6609,dog
6614,dog
6626,bird
6627,dog
6636,bird
6638,automobile
6639,automobile
6640,dog
6643,automobile
6646,dog
6647,cat
6652,bird
6655,automobile
6659,automobile
6666,bird
6669,dog
6670,cat
6671,dog
6674,dog
6675,bird
6677,dog
6679,bird
6680,cat
6683,dog
6685,automobile
6687,cat
6688,automobile
6690,dog
6694,cat
6697,bird
6698,cat
6699,bird
6701,automobile
6703,bird
6704,automobile
6705,cat
6707,bird
6708,bird
6709,cat
6710,cat
6711,dog
6713,bird
6714,automobile
6715,bird
6719,bird
6720,bird
6722,cat
6723,dog
6726,cat
6728,automobile
6732,cat
6733,dog
6740,bird
6742,automobile
6744,cat
6746,bird
6756,dog
6759,automobile
6760,dog
6761,dog
6763,bird
6764,dog
6767,automobile
6768,bird
6769,cat
6770,automobile
6771,dog
6773,bird
6774,cat
6777,bird
6778,bird
6781,cat
6782,dog
6783,cat
6786,cat
6787,dog
6788,automobile
6789,automobile
6792,cat
6793,cat
6805,automobile
6806,automobile
6816,automobile
6817,automobile
6819,bird
6820,automobile
6823,dog
6825,cat
6827,cat
6828,cat
6830,automobile
6832,automobile
6833,cat
6834,automobile
6835,dog
6837,dog
6838,automobile
6841,automobile
6842,cat
6843,automobile
6845,bird
6857,bird
6858,automobile
6859,cat
6862,dog
6865,cat
6869,dog
6873,cat
6875,dog
6878,dog
6879,automobile
6880,bird
6881,bird
6886,automobile
6889,dog
6890,dog
6893,cat
6895,bird
6898,cat
6899,bird
6900,cat
6901,bird
6904,dog
6905,bird
6906,automobile
6912,cat
6913,cat
6915,automobile
6920,dog
6922,bird
6924,dog
6925,bird
6927,dog
6928,bird
6929,dog
6930,bird
6931,dog
6938,cat
6939,bird
6940,automobile
6942,cat
6944,dog
6945,dog
6959,dog
6964,dog
6969,bird
6972,automobile
6973,cat
6976,cat
6979,dog
6981,bird
6982,automobile
6984,automobile
6986,dog
6990,cat
6991,automobile
6993,dog
6994,cat
6995,automobile
7000,bird
7001,automobile
7002,cat
7004,cat
7005,automobile
7008,automobile
7013,automobile
7014,cat
7015,cat
7016,cat
7017,automobile
7019,bird
7021,automobile
7022,bird
7023,bird
7026,cat
7027,dog
7035,automobile
7036,cat
7045,cat
7048,bird
7049,bird
7051,cat
7052,automobile
7053,automobile
7054,bird
7056,bird
7063,automobile
7064,dog
7065,bird
7068,bird
7071,automobile
7074,cat
7080,dog
7082,bird
7085,dog
7090,bird
7092,bird
7093,bird
7098,automobile
7099,cat
7104,bird
7105,cat
7107,bird
7108,bird
7110,cat
7111,dog
7112,bird
7114,automobile
7118,dog
7119,dog
7124,dog
7125,dog
7127,dog
7129,automobile
7133,automobile
7136,automobile
7137,dog
7141,dog
7145,cat
7147,dog
7149,dog
7150,cat
7151,automobile
7156,automobile
7157,dog
7160,dog
7161,dog
7162,dog
7166,automobile
7168,dog
7169,automobile
7171,bird
7173,automobile
7174,cat
7177,bird
7184,dog
7186,bird
7190,bird
7199,automobile
7202,cat
7203,dog
7206,bird
7207,cat
7208,automobile
7210,cat
7211,cat
7212,cat
7214,cat
7215,automobile
7216,bird
7221,cat
7224,cat
7225,automobile
7228,cat
7229,bird
7230,bird
7233,dog
7235,bird
7236,automobile
7241,dog
7243,automobile
7244,dog
7254,bird
7255,cat
7258,dog
7260,automobile
7262,bird
7263,dog
7265,dog
7266,bird
7267,dog
7268,cat
7272,automobile
7274,automobile
7275,cat
7276,automobile
7278,dog
7279,dog
7280,automobile
7282,automobile
7283,cat
7285,automobile
7286,bird
7287,dog
7291,cat
7292,dog
7294,dog
7295,dog
7300,cat
7304,bird
7309,automobile
7310,cat
7311,automobile
7312,bird
7313,cat
7314,cat
7316,automobile
7319,bird
7321,bird
7323,cat
7324,automobile
7329,automobile
7330,dog
7331,dog
7334,dog
7336,dog
7338,dog
7340,bird
7346,dog
7348,bird
7349,cat
7351,bird
7352,cat
7359,automobile
7360,bird
7363,automobile
7364,dog
7366,bird
7367,cat
7368,dog
7369,dog
7370,cat
7372,dog
7374,cat
7375,bird
7376,automobile
7377,cat
7378,cat
7384,cat
7386,dog
7387,automobile
7393,dog
7394,automobile
7395,bird
7398,dog
7399,cat
7400,cat
7401,cat
7411,dog
7413,automobile
7415,cat
7416,automobile
7417,cat
7420,cat
7421,dog
7425,bird
7427,bird
7429,dog
7430,bird
7433,dog
7437,cat
7438,dog
7439,dog
7440,cat
7446,dog
7450,automobile
7455,automobile
7457,bird
7458,bird
7460,dog
7463,bird
7472,automobile
7473,automobile
7474,dog
7475,cat
7476,dog
7480,automobile
7483,automobile
7484,automobile
7486,automobile
7487,automobile
7488,bird
7489,cat
7493,dog
7494,bird
7496,cat
7497,cat
7508,bird
7509,cat
7516,automobile
7517,bird
7518,cat
7519,bird
7521,bird
7524,cat
7528,dog
7529,dog
7530,bird
7532,automobile
7535,automobile
7538,dog
7539,dog
7540,dog
7545,dog
7549,cat
7555,automobile
7556,bird
7557,dog
7558,bird
7561,bird
7562,bird
7565,automobile
7569,cat
7570,automobile
7572,automobile
7573,automobile
7574,cat
7577,automobile
7579,cat
7582,dog
7583,automobile
7584,automobile
7586,bird
7588,bird
7590,bird
7595,automobile
7596,cat
7598,cat
7602,bird
7604,automobile
7605,bird
7608,dog
7615,dog
7617,bird
7618,cat
7619,dog
7620,dog
7623,automobile
7624,bird
7626,automobile
7627,cat
7631,automobile
7634,automobile
7636,dog
7638,automobile
7644,cat
7646,bird
7649,bird
7650,bird
7656,automobile
7657,bird
7659,bird
7662,dog
7663,bird
7664,bird
7666,bird
7668,dog
7670,bird
7671,dog
7673,dog
7674,automobile
7676,bird
7680,cat
7697,dog
7704,automobile
7708,bird
7709,cat
7712,dog
7713,dog
7714,cat
7715,automobile
7716,dog
7717,cat
7719,bird
7720,dog
7721,bird
7723,cat
7728,automobile
7731,automobile
7734,automobile
7736,cat
7738,bird
7741,dog
7743,cat
7746,bird
7747,cat
7749,automobile
7750,cat
7756,dog
7759,automobile
7760,bird
7761,bird
7771,bird
7772,cat
7775,bird
7776,dog
7779,dog
7780,cat
7781,dog
7783,cat
7787,dog
7789,cat
7794,dog
7795,dog
7797,cat
7798,dog
7802,bird
7804,dog
7807,cat
7812,bird
7813,cat
7819,automobile
7820,dog
7821,bird
7822,bird
7825,cat
7827,cat
7828,dog
7829,bird
7830,bird
7831,bird
7834,dog
7839,cat
7840,automobile
7842,dog
7845,bird
7849,bird
7852,dog
7853,cat
7854,cat
7855,bird
7858,bird
7862,automobile
7864,automobile
7865,cat
7873,automobile
7875,bird
7876,automobile
7878,automobile
7879,cat
7881,cat
7885,cat
7887,dog
7889,automobile
7892,automobile
7893,automobile
7894,automobile
7897,bird
7898,automobile
7901,automobile
7902,bird
7903,automobile
7904,automobile
7905,cat
7906,bird
7909,automobile
7910,cat
7911,bird
7915,cat
7924,cat
7926,dog
7928,bird
7930,bird
7933,cat
7936,automobile
7937,automobile
7938,bird
7939,bird
7940,bird
7941,dog
7943,automobile
7944,bird
7946,automobile
7947,bird
7948,automobile
7951,bird
7952,cat
7953,automobile
7958,dog
7959,dog
7961,cat
7962,cat
7964,automobile
7970,cat
7971,dog
7972,dog
7973,automobile
7975,bird
7979,cat
7980,cat
7981,dog
7985,dog
7986,automobile
7993,bird
7997,automobile
7998,bird
8001,automobile
8005,automobile
8009,dog
8010,bird
8012,cat
8014,bird
8019,cat
8021,automobile
8022,bird
8023,cat
8025,dog
8028,automobile
8030,bird
8032,automobile
8033,cat
8035,automobile
8037,automobile
8039,automobile
8040,bird
8045,dog
8049,automobile
8053,automobile
8055,bird
8056,automobile
8059,cat
8062,bird
8070,dog
8072,cat
8077,cat
8079,dog
8082,dog
8084,dog
8085,bird
8087,bird
8094,automobile
8095,bird
8096,cat
8097,automobile
8098,automobile
8099,cat
8102,cat
8107,automobile
8108,dog
8109,bird
8110,dog
8111,dog
8112,cat
8114,cat
8115,dog
8123,automobile
8129,bird
8131,cat
8136,cat
8138,automobile
8139,automobile
8140,dog
8141,cat
8147,dog
8155,automobile
8157,automobile
8161,dog
8165,automobile
8166,bird
8169,cat
8170,dog
8172,dog
8173,dog
8174,cat
8175,cat
8181,cat
8183,cat
8187,dog
8192,dog
8193,cat
8194,automobile
8196,cat
8200,cat
8201,cat
8202,dog
8203,cat
8204,cat
8205,bird
8209,bird
8211,dog
8212,dog
8214,automobile
8215,automobile
8216,cat
8219,cat
8222,automobile
8224,cat
8231,cat
8232,bird
8236,dog
8238,automobile
8241,cat
8242,dog
8245,cat
8248,automobile
8249,automobile
8251,cat
8252,bird
8253,bird
8257,cat
8258,cat
8260,automobile
8261,automobile
8263,dog
8264,bird
8266,dog
8268,dog
8271,cat
8275,cat
8279,cat
8281,cat
8282,automobile
8283,automobile
8284,bird
8288,dog
8289,dog
8295,cat
8296,dog
8297,automobile
8298,cat
8299,cat
8300,dog
8301,dog
8302,cat
8304,automobile
8308,bird
8310,cat
8316,dog
8317,dog
8318,bird
8324,cat
8326,cat
8330,dog
8331,cat
8333,automobile
8336,cat
8337,cat
8338,cat
8340,dog
8342,automobile
8343,cat
8347,automobile
8352,dog
8356,automobile
8359,bird
8362,cat
8363,bird
8366,automobile
8371,bird
8372,automobile
8378,dog
8382,cat
8383,bird
8384,bird
8386,cat
8388,automobile
8389,automobile
8390,automobile
8391,automobile
8395,automobile
8396,cat
8399,dog
8401,cat
8404,bird
8410,dog
8412,bird
8417,automobile
8420,cat
8421,bird
8422,bird
8424,dog
8427,bird
8428,dog
8432,dog
8433,cat
8435,cat
8436,dog
8438,automobile
8440,dog
8443,bird
8444,dog
8445,automobile
8446,cat
8449,automobile
8451,dog
8454,bird
8455,automobile
8457,bird
8458,dog
8462,bird
8463,automobile
8467,cat
8469,dog
8472,bird
8473,bird
8477,dog
8478,dog
8480,bird
8481,cat
8482,automobile
8484,cat
8489,automobile
8490,cat
8491,cat
8493,bird
8494,automobile
8495,automobile
8498,automobile
8502,automobile
8503,automobile
8504,automobile
8505,dog
8508,automobile
8511,bird
8517,automobile
8522,automobile
8525,cat
8526,cat
8527,automobile
8528,cat
8532,cat
8536,automobile
8542,bird
8548,cat
8549,automobile
8550,automobile
8555,dog
8557,cat
8558,bird
8559,automobile
8562,bird
8564,automobile
8576,bird
8577,cat
8578,bird
8579,automobile
8580,cat
8584,automobile
8589,dog
8593,automobile
8594,cat
8595,automobile
8596,automobile
8597,dog
8598,cat
8600,cat
8601,cat
8603,automobile
8606,automobile
8610,bird
8616,cat
8617,cat
8618,dog
8619,dog
8620,cat
8621,automobile
8623,automobile
8625,dog
8626,automobile
8630,dog
8631,bird
8632,cat
8633,cat
8640,automobile
8642,cat
8645,automobile
8646,bird
8648,automobile
8649,bird
8650,bird
8654,bird
8658,cat
8661,bird
8662,cat
8663,automobile
8664,dog
8665,cat
8668,cat
8674,automobile
8677,cat
8678,automobile
8680,cat
8681,bird
8682,dog
8684,bird
8692,dog
8697,dog
8700,cat
8707,bird
8709,automobile
8712,automobile
8713,bird
8715,bird
8716,bird
8719,bird
8720,bird
8723,dog
8729,dog
8730,bird
8734,bird
8735,cat
8736,cat
8739,cat
8740,bird
8741,automobile
8744,automobile
8745,dog
8746,cat
8747,bird
8749,dog
8751,automobile
8752,dog
8754,cat
8756,bird
8764,automobile
8765,bird
8766,dog
8768,bird
8772,automobile
8774,cat
8775,automobile
8776,dog
8778,cat
8782,dog
8786,cat
8788,dog
8789,dog
8794,dog
8799,automobile
8803,cat
8806,cat
8810,bird
8811,automobile
8813,automobile
8815,cat
8818,cat
8820,bird
8824,cat
8827,bird
8837,automobile
8839,automobile
8840,bird
8841,bird
8844,dog
8845,bird
8847,dog
8848,cat
8850,automobile
8853,bird
8859,bird
8860,bird
8863,dog
8866,automobile
8869,dog
8870,dog
8873,dog
8880,automobile
8882,cat
8885,cat
8897,bird
8900,bird
8901,dog
8904,dog
8907,automobile
8910,automobile
8924,bird
8930,cat
8938,automobile
8945,automobile
8952,cat
8954,bird
8955,automobile
8956,bird
8959,automobile
8962,dog
8966,cat
8967,bird
8973,dog
8974,bird
8979,dog
8982,bird
8983,cat
8987,bird
8988,bird
8990,automobile
8992,dog
8996,cat
8997,dog
8999,cat
9001,automobile
9003,cat
9005,dog
9007,bird
9009,bird
9011,bird
9016,automobile
9022,cat
9025,dog
9027,dog
9030,bird
9033,bird
9034,bird
9038,bird
9039,bird
9040,bird
9041,dog
9042,automobile
9043,cat
9044,bird
9050,dog
9053,dog
9058,dog
9059,bird
9064,automobile
9066,automobile
9070,bird
9077,bird
9079,automobile
9080,cat
9082,bird
9084,dog
9087,cat
9088,bird
9089,cat
9090,bird
9093,cat
9094,bird
9095,dog
9098,dog
9107,dog
9108,bird
9109,cat
9110,automobile
9113,automobile
9120,cat
9121,cat
9123,bird
9125,automobile
9126,automobile
9131,cat
9132,bird
9134,dog
9137,bird
9138,dog
9141,cat
9142,cat
9145,automobile
9146,dog
9148,cat
9153,bird
9154,bird
9155,dog
9157,cat
9160,dog
9162,automobile
9164,dog
9168,bird
9169,automobile
9171,bird
9178,automobile
9179,automobile
9180,dog
9185,automobile
9188,dog
9190,cat
9191,cat
9192,bird
9197,automobile
9198,cat
9201,cat
9211,automobile
9213,bird
9215,dog
9218,cat
9223,automobile
9225,dog
9226,cat
9227,automobile
9228,cat
9229,automobile
9230,bird
9232,automobile
9234,bird
9243,cat
9245,automobile
9246,cat
9250,cat
9253,bird
9255,cat
9257,dog
9260,dog
9261,dog
9264,dog
9265,automobile
9267,bird
9269,dog
9277,cat
9281,cat
9289,dog
9292,cat
9295,cat
9297,bird
9298,automobile
9300,dog
9302,cat
9304,dog
9305,dog
9308,cat
9309,dog
9310,cat
9311,dog
9316,cat
9319,cat
9322,bird
9323,automobile
9327,bird
9336,cat
9337,dog
9338,cat
9339,automobile
9340,automobile
9341,bird
9344,bird
9345,automobile
9348,dog
9351,automobile
9352,automobile
9353,dog
9358,bird
9360,dog
9363,dog
9364,dog
9366,bird
9368,automobile
9369,dog
9373,automobile
9375,cat
9376,dog
9380,dog
9381,bird
9387,automobile
9388,cat
9394,dog
9396,dog
9397,bird
9404,cat
9406,dog
9410,dog
9414,dog
9419,bird
9420,dog
9421,automobile
9422,cat
9423,bird
9424,bird
9426,bird
9427,automobile
9431,cat
9432,automobile
9433,cat
9435,bird
9436,automobile
9437,cat
9443,dog
9446,dog
9448,cat
9452,bird
9453,cat
9454,cat
9455,automobile
9457,automobile
9460,cat
9462,bird
9465,dog
9467,bird
9475,bird
9477,dog
9480,bird
9481,bird
9487,automobile
9496,automobile
9497,cat
9498,cat
9503,bird
9505,cat
9510,automobile
9514,dog
9520,automobile
9521,bird
9522,cat
9523,dog
9525,bird
9535,automobile
9540,dog
9542,automobile
9543,bird
9548,bird
9551,dog
9557,dog
9559,automobile
9562,cat
9563,automobile
9573,bird
9575,dog
9576,cat
9578,cat
9579,bird
9580,automobile
9582,dog
9584,cat
9586,dog
9588,automobile
9589,dog
9591,automobile
9592,automobile
9593,automobile
9596,dog
9601,automobile
9603,bird
9605,dog
9609,automobile
9616,dog
9618,automobile
9622,dog
9624,bird
9625,bird
9626,automobile
9629,automobile
9632,bird
9634,automobile
9637,dog
9638,bird
9639,bird
9640,dog
9645,automobile
9646,dog
9647,cat
9648,cat
9649,dog
9652,dog
9654,dog
9657,dog
9661,dog
9662,automobile
9663,automobile
9665,cat
9666,cat
9670,automobile
9676,cat
9678,cat
9679,bird
9681,bird
9686,bird
9687,automobile
9688,bird
9694,automobile
9696,automobile
9704,bird
9707,dog
9712,dog
9714,automobile
9722,cat
9728,bird
9731,bird
9737,dog
9739,automobile
9740,cat
9741,dog
9744,automobile
9745,cat
9746,bird
9748,cat
9750,bird
9753,cat
9755,cat
9756,dog
9759,dog
9761,dog
9763,automobile
9764,bird
9767,bird
9774,dog
9776,bird
9778,cat
9779,bird
9781,cat
9782,bird
9783,bird
9788,automobile
9793,bird
9794,automobile
9797,automobile
9798,dog
9800,automobile
9803,automobile
9804,dog
9805,bird
9807,automobile
9808,automobile
9809,cat
9811,automobile
9812,cat
9813,automobile
9815,dog
9816,automobile
9819,cat
9823,dog
9824,automobile
9825,bird
9829,dog
9830,automobile
9831,bird
9832,bird
9836,bird
9838,dog
9839,cat
9843,automobile
9844,dog
9848,bird
9853,dog
9856,dog
9862,cat
9865,automobile
9866,automobile
9870,bird
9873,bird
9874,bird
9878,dog
9882,automobile
9887,dog
9891,bird
9892,dog
9893,bird
9894,automobile
9901,cat
9905,automobile
9906,automobile
9907,automobile
9909,automobile
9915,bird
9916,automobile
9917,bird
9918,dog
9922,dog
9926,cat
9928,dog
9935,automobile
9939,dog
9941,automobile
9947,cat
9949,cat
9950,cat
9952,dog
9959,bird
9960,bird
9961,cat
9964,bird
9965,bird
9967,cat
9968,cat
9970,bird
9974,automobile
9976,dog
9977,dog
9979,cat
9982,bird
9985,dog
9989,bird
9992,cat
9993,dog
9994,cat
9996,cat
9997,dog
9998,automobile
